workout_id,date,workout_name,year,month,week,day_of_week,exercise_name,set_order,weight_kg,reps,rpe,volume_kg,estimated_1rm,notes
62,2020-09-09 16:17:47,Push 2,2020,2020-09,2020-09-07/2020-09-13,Wednesday,Triceps Pushdown (Cable - Straight Bar),2,17.5,12,,210.0,24.5,
62,2020-09-09 16:17:47,Push 2,2020,2020-09,2020-09-07/2020-09-13,Wednesday,Triceps Pushdown (Cable - Straight Bar),3,17.5,9,,157.5,22.75,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Back Extension,1,10.0,12,,120.0,14.0,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Back Extension,2,10.0,14,,140.0,14.666666666666668,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Back Extension,3,10.0,13,,130.0,14.333333333333334,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Bicep Curl (Machine),1,53.0,11,,583.0,72.43333333333334,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Bicep Curl (Machine),2,46.0,11,,506.0,62.86666666666667,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Bicep Curl (Machine),3,46.0,8,,368.0,58.266666666666666,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Bicep Curl (Machine),4,39.0,10,,390.0,52.0,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Lat Pulldown (Single Arm),1,35.0,8,,280.0,44.33333333333333,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Lat Pulldown (Single Arm),2,35.0,9,,315.0,45.5,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Lat Pulldown (Single Arm),3,35.0,9,,315.0,45.5,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Pullover (Machine),1,25.0,12,,300.0,35.0,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Pullover (Machine),2,25.0,13,,325.0,35.833333333333336,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Pullover (Machine),3,25.0,10,,250.0,33.33333333333333,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Reverse Fly (Machine),1,42.5,18,,765.0,68.0,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Reverse Fly (Machine),2,42.5,14,,595.0,62.333333333333336,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Reverse Fly (Machine),3,42.5,14,,595.0,62.333333333333336,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Seated Row (Cable),1,70.0,10,,700.0,93.33333333333333,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Seated Row (Cable),2,70.0,10,,700.0,93.33333333333333,
63,2020-09-10 17:34:09,Pull 1,2020,2020-09,2020-09-07/2020-09-13,Thursday,Seated Row (Cable),3,70.0,9,,630.0,91.0,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Deadlift (Barbell),1,90.0,6,,540.0,108.0,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Deadlift (Barbell),2,110.0,5,,550.0,128.33333333333334,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Deadlift (Barbell),3,110.0,5,,550.0,128.33333333333334,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Hammer Curl (Dumbbell),1,10.0,8,,80.0,12.666666666666666,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Hammer Curl (Dumbbell),3,10.0,9,,90.0,13.0,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Incline Curl (Dumbbell),1,12.0,12,,144.0,16.799999999999997,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Incline Curl (Dumbbell),2,12.0,9,,108.0,15.600000000000001,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Incline Curl (Dumbbell),3,12.0,8,,96.0,15.2,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Leg Extension (Machine),1,65.0,16,,1040.0,99.66666666666666,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Leg Extension (Machine),2,65.0,14,,910.0,95.33333333333334,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Leg Extension (Machine),3,65.0,11,,715.0,88.83333333333333,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Leg Press,1,200.0,12,,2400.0,280.0,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Leg Press,2,250.0,8,,2000.0,316.66666666666663,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Leg Press,3,250.0,8,,2000.0,316.66666666666663,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Seated Calf Raise (Plate Loaded),1,30.0,20,,600.0,49.99999999999999,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Seated Calf Raise (Plate Loaded),2,40.0,10,,400.0,53.33333333333333,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Seated Calf Raise (Plate Loaded),3,30.0,13,,390.0,43.0,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Seated Leg Curl (Machine),1,57.5,15,,862.5,86.25,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Seated Leg Curl (Machine),2,65.0,11,,715.0,88.83333333333333,
64,2020-09-12 12:12:59,Leg 2,2020,2020-09,2020-09-07/2020-09-13,Saturday,Seated Leg Curl (Machine),3,57.5,10,,575.0,76.66666666666666,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Cable Crossover,1,10.0,12,,120.0,14.0,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Cable Crossover,2,12.5,8,,100.0,15.833333333333332,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Cable Crossover,3,10.0,10,,100.0,13.333333333333332,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Incline Bench Press (Dumbbell),1,30.0,11,,330.0,41.0,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Incline Bench Press (Dumbbell),2,32.0,8,,256.0,40.53333333333333,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Incline Bench Press (Dumbbell),3,32.0,7,,224.0,39.46666666666667,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Lateral Raise (Cable),1,7.5,10,,75.0,10.0,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Lateral Raise (Cable),2,7.5,9,,67.5,9.75,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Lateral Raise (Cable),3,7.5,10,,75.0,10.0,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Seated Overhead Press (Dumbbell),1,20.0,9,,180.0,26.0,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Seated Overhead Press (Dumbbell),2,20.0,9,,180.0,26.0,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Seated Overhead Press (Dumbbell),3,20.0,7,,140.0,24.666666666666668,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Skullcrusher (Barbell),1,22.5,11,,247.5,30.75,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Skullcrusher (Barbell),2,22.5,9,,202.5,29.25,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Skullcrusher (Barbell),3,22.5,9,,202.5,29.25,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Triceps Extension (Cable),1,10.0,18,,180.0,16.0,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Triceps Extension (Cable),2,12.5,10,,125.0,16.666666666666664,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Triceps Pushdown (Cable - Straight Bar),1,17.5,10,,175.0,23.333333333333332,
65,2020-09-13 11:05:01,Push 2,2020,2020-09,2020-09-07/2020-09-13,Sunday,Triceps Pushdown (Cable - Straight Bar),2,15.0,11,,165.0,20.5,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Back Extension,1,10.0,14,,140.0,14.666666666666668,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Back Extension,2,10.0,12,,120.0,14.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Back Extension,3,10.0,12,,120.0,14.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Bent Over Row (Barbell),1,60.0,8,,480.0,76.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Bent Over Row (Barbell),2,60.0,9,,540.0,78.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Bent Over Row (Barbell),3,60.0,8,,480.0,76.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Bicep Curl (Machine),1,46.0,15,,690.0,69.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Bicep Curl (Machine),2,53.0,8,,424.0,67.13333333333333,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Bicep Curl (Machine),3,46.0,8,,368.0,58.266666666666666,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Bicep Curl (Machine),4,39.0,7,,273.0,48.1,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Lat Pulldown (Cable),1,30.0,8,,240.0,38.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Lat Pulldown (Cable),2,30.0,9,,270.0,39.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Lat Pulldown (Cable),3,30.0,8,,240.0,38.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Pullover (Machine),1,25.0,12,,300.0,35.0,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Pullover (Machine),2,28.75,9,,258.75,37.375,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Pullover (Machine),3,28.75,9,,258.75,37.375,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Reverse Fly (Machine),1,45.0,15,,675.0,67.5,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Reverse Fly (Machine),2,45.0,12,,540.0,62.99999999999999,
66,2020-09-15 15:52:30,Pull 2,2020,2020-09,2020-09-14/2020-09-20,Tuesday,Reverse Fly (Machine),3,45.0,10,,450.0,60.0,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Bicep Curl (Machine),1,53.0,10,,530.0,70.66666666666666,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Bicep Curl (Machine),2,48.5,9,,436.5,63.050000000000004,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Bicep Curl (Machine),3,46.0,8,,368.0,58.266666666666666,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Bicep Curl (Machine),4,39.0,8,,312.0,49.4,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Leg Extension (Machine),1,65.0,17,,1105.0,101.83333333333333,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Leg Extension (Machine),2,72.5,11,,797.5,99.08333333333333,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Leg Extension (Machine),3,67.5,11,,742.5,92.25,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Leg Press,1,200.0,12,,2400.0,280.0,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Leg Press,2,250.0,8,,2000.0,316.66666666666663,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Leg Press,3,250.0,7,,1750.0,308.33333333333337,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Leg Press,4,200.0,10,,2000.0,266.66666666666663,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Romanian Deadlift (Barbell),1,70.0,8,,560.0,88.66666666666666,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Romanian Deadlift (Barbell),2,70.0,8,,560.0,88.66666666666666,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Romanian Deadlift (Barbell),3,70.0,8,,560.0,88.66666666666666,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Seated Leg Curl (Machine),1,45.0,11,,495.0,61.5,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Seated Leg Curl (Machine),2,47.5,10,,475.0,63.33333333333333,
67,2020-09-17 15:59:35,Leg 2,2020,2020-09,2020-09-14/2020-09-20,Thursday,Seated Leg Curl (Machine),3,47.5,10,,475.0,63.33333333333333,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Chest Fly,1,57.5,12,,690.0,80.5,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Chest Fly,2,65.0,7,,455.0,80.16666666666667,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Chest Fly,3,57.5,8,,460.0,72.83333333333333,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Chest Fly,4,47.5,8,,380.0,60.166666666666664,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Incline Bench Press (Dumbbell),1,32.0,10,,320.0,42.666666666666664,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Incline Bench Press (Dumbbell),2,32.0,8,,256.0,40.53333333333333,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Incline Bench Press (Dumbbell),3,32.0,7,,224.0,39.46666666666667,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Lateral Raise (Cable),1,7.5,10,,75.0,10.0,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Lateral Raise (Cable),2,7.5,12,,90.0,10.5,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Lateral Raise (Cable),3,7.5,10,,75.0,10.0,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Seated Overhead Press (Dumbbell),1,20.0,11,,220.0,27.333333333333336,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Seated Overhead Press (Dumbbell),2,22.0,7,,154.0,27.133333333333333,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Seated Overhead Press (Dumbbell),3,22.0,7,,154.0,27.133333333333333,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Skullcrusher (Barbell),1,22.5,14,,315.0,33.0,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Skullcrusher (Barbell),2,22.5,10,,225.0,30.0,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Skullcrusher (Barbell),3,22.5,9,,202.5,29.25,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Triceps Pushdown (Cable - Straight Bar),1,16.25,15,,243.75,24.375,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Triceps Pushdown (Cable - Straight Bar),2,16.25,15,,243.75,24.375,
68,2020-09-19 11:42:28,Push 2,2020,2020-09,2020-09-14/2020-09-20,Saturday,Triceps Pushdown (Cable - Straight Bar),3,16.25,15,,243.75,24.375,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Hammer Curl (Dumbbell),1,10.0,9,,90.0,13.0,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Hammer Curl (Dumbbell),2,10.0,10,,100.0,13.333333333333332,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Hammer Curl (Dumbbell),3,10.0,9,,90.0,13.0,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Incline Curl (Dumbbell),1,12.0,8,,96.0,15.2,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Incline Curl (Dumbbell),2,12.0,7,,84.0,14.8,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Incline Curl (Dumbbell),3,10.0,8,,80.0,12.666666666666666,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Lat Pulldown (Single Arm),1,30.0,10,,300.0,40.0,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Lat Pulldown (Single Arm),2,35.0,8,,280.0,44.33333333333333,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Lat Pulldown (Single Arm),3,30.0,10,,300.0,40.0,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Pullover (Machine),1,26.25,13,,341.25,37.625,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Pullover (Machine),2,26.25,12,,315.0,36.75,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Pullover (Machine),3,26.25,11,,288.75,35.875,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Reverse Fly (Machine),1,42.5,19,,807.5,69.41666666666667,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Reverse Fly (Machine),2,45.0,11,,495.0,61.5,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Reverse Fly (Machine),3,42.5,12,,510.0,59.49999999999999,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Seated Calf Raise (Plate Loaded),1,30.0,20,,600.0,49.99999999999999,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Seated Calf Raise (Plate Loaded),2,30.0,15,,450.0,45.0,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Seated Calf Raise (Plate Loaded),3,30.0,13,,390.0,43.0,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Seated Row (Cable),1,70.0,10,,700.0,93.33333333333333,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Seated Row (Cable),2,70.0,10,,700.0,93.33333333333333,
69,2020-09-20 12:06:36,Pull 1,2020,2020-09,2020-09-14/2020-09-20,Sunday,Seated Row (Cable),3,70.0,9,,630.0,91.0,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Cable Crossover,1,13.75,11,,151.25,18.791666666666668,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Cable Crossover,2,13.75,12,,165.0,19.25,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Cable Crossover,3,13.75,11,,151.25,18.791666666666668,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Chest Dip,1,20.0,12,,240.0,28.0,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Chest Dip,2,20.0,10,,200.0,26.666666666666664,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Chest Dip,3,20.0,8,,160.0,25.333333333333332,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Incline Bench Press (Dumbbell),1,32.0,8,,256.0,40.53333333333333,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Incline Bench Press (Dumbbell),2,32.0,9,,288.0,41.6,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Incline Bench Press (Dumbbell),3,32.0,7,,224.0,39.46666666666667,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Lateral Raise (Cable),1,7.5,16,,120.0,11.5,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Lateral Raise (Cable),2,7.5,12,,90.0,10.5,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Lateral Raise (Cable),3,7.5,11,,82.5,10.25,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Shoulder Press (Machine),1,40.0,11,,440.0,54.66666666666667,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Shoulder Press (Machine),2,40.0,11,,440.0,54.66666666666667,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Shoulder Press (Machine),3,40.0,11,,440.0,54.66666666666667,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Shoulder Press (Machine),4,25.0,17,,425.0,39.166666666666664,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Triceps Pushdown (Cable - Straight Bar),1,25.0,19,,475.0,40.833333333333336,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Triceps Pushdown (Cable - Straight Bar),2,25.0,15,,375.0,37.5,
70,2020-09-22 16:54:44,Push 2,2020,2020-09,2020-09-21/2020-09-27,Tuesday,Triceps Pushdown (Cable - Straight Bar),3,25.0,12,,300.0,35.0,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Bicep Curl (Machine),1,53.0,11,,583.0,72.43333333333334,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Bicep Curl (Machine),2,48.5,10,,485.0,64.66666666666666,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Bicep Curl (Machine),3,46.0,10,,460.0,61.33333333333333,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Bicep Curl (Machine),4,39.0,11,,429.0,53.300000000000004,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Deadlift (Barbell),1,70.0,6,,420.0,84.0,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Deadlift (Barbell),2,90.0,6,,540.0,108.0,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Deadlift (Barbell),3,110.0,5,,550.0,128.33333333333334,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Deadlift (Barbell),4,120.0,2,,240.0,128.0,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Leg Extension (Machine),1,72.5,15,,1087.5,108.75,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Leg Extension (Machine),2,72.5,15,,1087.5,108.75,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Leg Extension (Machine),3,72.5,13,,942.5,103.91666666666667,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Lying Leg Curl (Machine),1,25.0,8,,200.0,31.666666666666664,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Lying Leg Curl (Machine),2,20.0,9,,180.0,26.0,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Lying Leg Curl (Machine),3,20.0,9,,180.0,26.0,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Seated Calf Raise (Plate Loaded),1,30.0,20,,600.0,49.99999999999999,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Seated Calf Raise (Plate Loaded),2,30.0,15,,450.0,45.0,
71,2020-09-23 16:15:54,Leg 2,2020,2020-09,2020-09-21/2020-09-27,Wednesday,Seated Calf Raise (Plate Loaded),3,30.0,13,,390.0,43.0,
