workout_id,date,workout_name,year,month,week,day_of_week,exercise_name,set_order,weight_kg,reps,rpe,volume_kg,estimated_1rm,notes
2,2020-05-30 16:14:11,Day 4,2020,2020-05,2020-05-25/2020-05-31,Saturday,Chest Fly,2,52.5,11,,577.5,71.75,
2,2020-05-30 16:14:11,Day 4,2020,2020-05,2020-05-25/2020-05-31,Saturday,Chest Fly,3,52.5,11,,577.5,71.75,
2,2020-05-30 16:14:11,Day 4,2020,2020-05,2020-05-25/2020-05-31,Saturday,Reverse Fly (Machine),1,27.5,15,,412.5,41.25,
2,2020-05-30 16:14:11,Day 4,2020,2020-05,2020-05-25/2020-05-31,Saturday,Reverse Fly (Machine),2,35.0,14,,490.0,51.333333333333336,
2,2020-05-30 16:14:11,Day 4,2020,2020-05,2020-05-25/2020-05-31,Saturday,Reverse Fly (Machine),3,35.0,13,,455.0,50.166666666666664,
3,2020-06-01 10:48:59,Day 5,2020,2020-06,2020-06-01/2020-06-07,Monday,Bench Press (Barbell),1,60.0,10,,600.0,80.0,
3,2020-06-01 10:48:59,Day 5,2020,2020-06,2020-06-01/2020-06-07,Monday,Bench Press (Barbell),2,70.0,8,,560.0,88.66666666666666,
3,2020-06-01 10:48:59,Day 5,2020,2020-06,2020-06-01/2020-06-07,Monday,Bench Press (Barbell),3,70.0,8,,560.0,88.66666666666666,
3,2020-06-01 10:48:59,Day 5,2020,2020-06,2020-06-01/2020-06-07,Monday,Bench Press (Barbell),4,70.0,6,,420.0,84.0,
3,2020-06-01 10:48:59,Day 5,2020,2020-06,2020-06-01/2020-06-07,Monday,Lateral Raise (Cable),1,6.25,14,,87.5,9.166666666666668,
3,2020-06-01 10:48:59,Day 5,2020,2020-06,2020-06-01/2020-06-07,Monday,Lateral Raise (Cable),2,6.25,14,,87.5,9.166666666666668,
3,2020-06-01 10:48:59,Day 5,2020,2020-06,2020-06-01/2020-06-07,Monday,Lateral Raise (Cable),3,6.25,13,,81.25,8.958333333333334,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Bicep Curl (Barbell),1,22.5,12,,270.0,31.499999999999996,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Bicep Curl (Barbell),2,22.5,12,,270.0,31.499999999999996,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Bicep Curl (Barbell),3,22.5,10,,225.0,30.0,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Incline Bench Press (Barbell),1,60.0,8,,480.0,76.0,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Incline Bench Press (Barbell),2,60.0,8,,480.0,76.0,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Incline Bench Press (Barbell),3,60.0,7,,420.0,74.0,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Lat Pulldown (Cable),1,70.0,7,,490.0,86.33333333333334,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Lat Pulldown (Cable),2,60.0,10,,600.0,80.0,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Lat Pulldown (Cable),3,60.0,10,,600.0,80.0,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Lateral Raise (Cable),1,7.5,15,,112.5,11.25,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Lateral Raise (Cable),2,7.5,15,,112.5,11.25,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Lateral Raise (Cable),3,7.5,12,,90.0,10.5,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Leg Press,1,150.0,15,,2250.0,225.0,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Leg Press,2,200.0,11,,2200.0,273.3333333333333,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Leg Press,3,200.0,10,,2000.0,266.66666666666663,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Leg Press,4,200.0,10,,2000.0,266.66666666666663,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Seated Overhead Press (Dumbbell),1,22.0,7,,154.0,27.133333333333333,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Seated Overhead Press (Dumbbell),2,20.0,8,,160.0,25.333333333333332,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Seated Overhead Press (Dumbbell),3,20.0,7,,140.0,24.666666666666668,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Skullcrusher (Barbell),1,22.5,12,,270.0,31.499999999999996,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Skullcrusher (Barbell),2,22.5,12,,270.0,31.499999999999996,
4,2020-06-03 16:02:10,Day 1,2020,2020-06,2020-06-01/2020-06-07,Wednesday,Skullcrusher (Barbell),3,22.5,12,,270.0,31.499999999999996,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Bench Press (Barbell),1,70.0,8,,560.0,88.66666666666666,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Bench Press (Barbell),2,70.0,10,,700.0,93.33333333333333,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Bench Press (Barbell),3,80.0,4,,320.0,90.66666666666666,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Bicep Curl (Barbell),1,20.0,13,,260.0,28.666666666666668,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Bicep Curl (Barbell),2,20.0,8,,160.0,25.333333333333332,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Bicep Curl (Barbell),3,11.0,11,,121.0,15.033333333333333,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Leg Press,1,150.0,15,,2250.0,225.0,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Leg Press,2,200.0,10,,2000.0,266.66666666666663,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Leg Press,3,250.0,8,,2000.0,316.66666666666663,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Leg Press,4,200.0,10,,2000.0,266.66666666666663,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Reverse Fly (Machine),1,37.5,14,,525.0,55.00000000000001,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Reverse Fly (Machine),2,40.0,15,,600.0,60.0,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Reverse Fly (Machine),3,40.0,14,,560.0,58.66666666666667,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Seated Overhead Press (Dumbbell),1,22.0,8,,176.0,27.866666666666667,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Seated Overhead Press (Dumbbell),2,22.0,9,,198.0,28.6,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Seated Overhead Press (Dumbbell),3,22.0,6,,132.0,26.4,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Seated Row (Cable),1,70.0,12,,840.0,98.0,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Seated Row (Cable),2,80.0,8,,640.0,101.33333333333333,
5,2020-06-05 17:21:14,Day 2,2020,2020-06,2020-06-01/2020-06-07,Friday,Seated Row (Cable),3,80.0,5,,400.0,93.33333333333334,
6,2020-06-07 15:19:22,Day 3,2020,2020-06,2020-06-01/2020-06-07,Sunday,Bicep Curl (Barbell),1,17.5,12,,210.0,24.5,
6,2020-06-07 15:19:22,Day 3,2020,2020-06,2020-06-01/2020-06-07,Sunday,Bicep Curl (Barbell),2,17.5,9,,157.5,22.75,
6,2020-06-07 15:19:22,Day 3,2020,2020-06,2020-06-01/2020-06-07,Sunday,Bicep Curl (Barbell),3,17.5,7,,122.5,21.583333333333336,
6,2020-06-07 15:19:22,Day 3,2020,2020-06,2020-06-01/2020-06-07,Sunday,Incline Bench Press (Dumbbell),1,26.0,10,,260.0,34.666666666666664,
