workout_id,date,workout_name,year,month,week,day_of_week,exercise_name,set_order,weight_kg,reps,volume_kg,estimated_1rm,notes
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Incline Bench Press (Barbell),6,104.32616,8,834.60928,132.14646933333333,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Incline Bench Press (Barbell),7,104.32616,8,834.60928,132.14646933333333,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Incline Bench Press (Barbell),8,106.59412,6,639.5647200000001,127.912944,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Weighted dips,1,99.79024,8,798.32192,126.40097066666665,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Weighted dips,1,99.79024,8,798.32192,126.40097066666665,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Weighted dips,2,99.79024,8,798.32192,126.40097066666665,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Weighted dips,2,99.79024,8,798.32192,126.40097066666665,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Weighted dips,3,99.79024,8,798.32192,126.40097066666665,
4,2015-10-30 13:07:09,Chest,2015,2015-10,2015-10-26/2015-11-01,Friday,Weighted dips,3,99.79024,8,798.32192,126.40097066666665,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,1,22.6796,8,181.4368,28.72749333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,1,22.6796,8,181.4368,28.72749333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,2,22.6796,8,181.4368,28.72749333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,2,22.6796,8,181.4368,28.72749333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,3,22.6796,8,181.4368,28.72749333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,3,22.6796,8,181.4368,28.72749333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,4,0.0,12,0.0,0.0,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Chin Up,4,0.0,12,0.0,0.0,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Hammer Curl,1,31.75144,10,317.51439999999997,42.33525333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Hammer Curl,2,36.28736,8,290.29888,45.96398933333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Hammer Curl (Dumbbell ),1,31.75144,10,317.51439999999997,42.33525333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Hammer Curl (Dumbbell ),2,36.28736,8,290.29888,45.96398933333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,1,45.3592,10,453.592,60.47893333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,1,45.3592,10,453.592,60.47893333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,2,52.16308,10,521.6308,69.55077333333332,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,2,52.16308,10,521.6308,69.55077333333332,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,3,52.16308,10,521.6308,69.55077333333332,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,3,52.16308,10,521.6308,69.55077333333332,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,4,52.16308,10,521.6308,69.55077333333332,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Rear delt fly,4,52.16308,10,521.6308,69.55077333333332,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Seated Cable Row (close Grip),1,72.57472,9,653.17248,94.347136,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Seated Cable Row (close Grip),2,79.3786,10,793.7860000000001,105.83813333333333,
5,2015-10-30 17:47:44,Back,2015,2015-10,2015-10-26/2015-11-01,Friday,Seated Cable Row (close Grip),3,79.3786,10,793.7860000000001,105.83813333333333,
