"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Upright Row (Dumbbell)";"2";"22.0";"12";"";"";"";"";""
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Upright Row (Dumbbell)";"3";"22.0";"10";"";"";"";"";""
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Triceps Extension";"1";"0.0";"12";"";"";"";"";""
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Triceps Extension";"2";"0.0";"11";"";"";"";"";""
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Triceps Extension";"3";"0.0";"11";"";"";"";"";""
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Lateral Raise (Dumbbell)";"1";"5.0";"17";"";"";"";"";""
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Lateral Raise (Dumbbell)";"2";"5.0";"17";"";"";"";"";""
"141";"2021-02-09 14:38:31";"Push Custom";"4400";"Lateral Raise (Dumbbell)";"3";"5.0";"15";"";"";"";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Plank";"1";"";"";"";"";"9.0";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Plank";"2";"";"";"";"";"11.0";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Plank";"3";"";"";"";"";"9.0";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Side Plank";"1";"";"";"";"";"10.0";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Side Plank";"2";"";"";"";"";"9.0";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Side Plank";"3";"";"";"";"";"9.0";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Hanging Knee Raise";"1";"";"10";"";"";"";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Hanging Knee Raise";"2";"";"10";"";"";"";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Hanging Knee Raise";"3";"";"10";"";"";"";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Ab Wheel";"1";"0.0";"14";"";"";"";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Ab Wheel";"2";"0.0";"12";"";"";"";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Ab Wheel";"3";"0.0";"13";"";"";"";"";""
"142";"2021-02-10 13:29:09";"Code ausdauer";"4122";"Bike ride";"1";"";"";"";"0.0";"2280.0";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bulgarian Split Squat";"1";"22.0";"15";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bulgarian Split Squat";"2";"22.0";"14";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bulgarian Split Squat";"3";"22.0";"14";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Pull Up";"1";"5.0";"14";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Pull Up";"2";"5.0";"10";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Pull Up";"3";"5.0";"10";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Deadlift (Dumbbell)";"1";"16.0";"14";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Deadlift (Dumbbell)";"2";"16.0";"14";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Deadlift (Dumbbell)";"3";"16.0";"14";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bent Over One Arm Row (Dumbbell)";"1";"22.0";"13";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bent Over One Arm Row (Dumbbell)";"2";"22.0";"13";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bent Over One Arm Row (Dumbbell)";"3";"22.0";"12";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Arnold Press (Dumbbell)";"1";"16.0";"9";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Arnold Press (Dumbbell)";"2";"16.0";"9";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Arnold Press (Dumbbell)";"3";"16.0";"9";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Shrug (Barbell)";"1";"16.0";"16";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Shrug (Barbell)";"2";"16.0";"16";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Shrug (Barbell)";"3";"16.0";"16";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bicep Curl (Cable)";"1";"0.0";"12";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bicep Curl (Cable)";"2";"0.0";"11";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bicep Curl (Cable)";"3";"0.0";"8";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bicep Curl (Dumbbell)";"1";"5.0";"10";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bicep Curl (Dumbbell)";"2";"5.0";"7";"";"";"";"";""
"143";"2021-02-11 12:40:30";"Pull custom";"4576";"Bicep Curl (Dumbbell)";"3";"5.0";"8";"";"";"";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Plank";"1";"";"";"";"";"10.0";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Plank";"2";"";"";"";"";"9.0";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Plank";"3";"";"";"";"";"10.0";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Side Plank";"1";"";"";"";"";"10.0";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Side Plank";"2";"";"";"";"";"10.0";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Side Plank";"3";"";"";"";"";"9.0";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Hanging Knee Raise";"1";"";"11";"";"";"";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Hanging Knee Raise";"2";"";"11";"";"";"";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Hanging Knee Raise";"3";"";"10";"";"";"";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Ab Wheel";"1";"0.0";"13";"";"";"";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Ab Wheel";"2";"0.0";"14";"";"";"";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Ab Wheel";"3";"0.0";"12";"";"";"";"";""
"144";"2021-02-12 12:44:27";"Code ausdauer";"4594";"Bike ride";"1";"";"";"";"0.0";"2400.0";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Goblet Squat (Kettlebell)";"1";"22.0";"20";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Goblet Squat (Kettlebell)";"2";"22.0";"20";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Goblet Squat (Kettlebell)";"3";"22.0";"20";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Handstand Push Up";"1";"0.0";"11";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Handstand Push Up";"2";"0.0";"10";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Handstand Push Up";"3";"0.0";"9";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Push Up";"1";"5.0";"15";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Push Up";"2";"5.0";"12";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Push Up";"3";"5.0";"10";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Overhead Press (Dumbbell)";"1";"16.0";"10";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Overhead Press (Dumbbell)";"2";"16.0";"10";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Overhead Press (Dumbbell)";"3";"16.0";"10";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Hip Thrust (Barbell)";"1";"22.0";"12";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Hip Thrust (Barbell)";"2";"22.0";"12";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Hip Thrust (Barbell)";"3";"22.0";"12";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Upright Row (Dumbbell)";"1";"22.0";"14";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Upright Row (Dumbbell)";"2";"22.0";"13";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Upright Row (Dumbbell)";"3";"22.0";"11";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Triceps Extension";"1";"0.0";"13";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Triceps Extension";"2";"0.0";"11";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Triceps Extension";"3";"0.0";"12";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Lateral Raise (Dumbbell)";"1";"5.0";"17";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Lateral Raise (Dumbbell)";"2";"5.0";"16";"";"";"";"";""
"145";"2021-02-13 13:13:34";"Push Custom";"4395";"Lateral Raise (Dumbbell)";"3";"5.0";"15";"";"";"";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Plank";"1";"";"";"";"";"10.0";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Plank";"2";"";"";"";"";"10.0";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Plank";"3";"";"";"";"";"10.0";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Side Plank";"1";"";"";"";"";"10.0";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Side Plank";"2";"";"";"";"";"10.0";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Side Plank";"3";"";"";"";"";"10.0";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Hanging Knee Raise";"1";"";"12";"";"";"";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Hanging Knee Raise";"2";"";"11";"";"";"";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Hanging Knee Raise";"3";"";"11";"";"";"";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Ab Wheel";"1";"0.0";"15";"";"";"";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Ab Wheel";"2";"0.0";"13";"";"";"";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Ab Wheel";"3";"0.0";"13";"";"";"";"";""
"146";"2021-02-14 13:31:12";"Code ausdauer";"4620";"Bike ride";"1";"";"";"";"0.0";"2400.0";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bulgarian Split Squat";"1";"22.0";"16";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bulgarian Split Squat";"2";"22.0";"15";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bulgarian Split Squat";"3";"22.0";"14";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Pull Up";"1";"5.0";"15";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Pull Up";"2";"5.0";"10";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Pull Up";"3";"8.0";"10";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Deadlift (Dumbbell)";"1";"16.0";"15";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Deadlift (Dumbbell)";"2";"16.0";"14";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Deadlift (Dumbbell)";"3";"16.0";"14";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bent Over One Arm Row (Dumbbell)";"1";"22.0";"14";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bent Over One Arm Row (Dumbbell)";"2";"22.0";"13";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bent Over One Arm Row (Dumbbell)";"3";"22.0";"13";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Arnold Press (Dumbbell)";"1";"16.0";"10";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Arnold Press (Dumbbell)";"2";"16.0";"9";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Arnold Press (Dumbbell)";"3";"16.0";"10";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Shrug (Barbell)";"1";"22.0";"9";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Shrug (Barbell)";"2";"22.0";"9";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Shrug (Barbell)";"3";"22.0";"10";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bicep Curl (Cable)";"1";"0.0";"13";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bicep Curl (Cable)";"2";"0.0";"9";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bicep Curl (Cable)";"3";"0.0";"8";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bicep Curl (Dumbbell)";"1";"5.0";"7";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bicep Curl (Dumbbell)";"2";"5.0";"7";"";"";"";"";""
"147";"2021-02-15 13:04:50";"Pull custom";"5094";"Bicep Curl (Dumbbell)";"3";"5.0";"8";"";"";"";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Plank";"1";"";"";"";"";"11.0";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Plank";"2";"";"";"";"";"10.0";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Plank";"3";"";"";"";"";"10.0";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Side Plank";"1";"";"";"";"";"11.0";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Side Plank";"2";"";"";"";"";"10.0";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Side Plank";"3";"";"";"";"";"10.0";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Hanging Knee Raise";"1";"";"13";"";"";"";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Hanging Knee Raise";"2";"";"11";"";"";"";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Hanging Knee Raise";"3";"";"11";"";"";"";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Ab Wheel";"1";"0.0";"16";"";"";"";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Ab Wheel";"2";"0.0";"14";"";"";"";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Ab Wheel";"3";"0.0";"13";"";"";"";"";""
"148";"2021-02-16 14:41:43";"Code ausdauer";"5290";"Bike ride";"1";"";"";"";"0.0";"2400.0";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Wide Pull Up";"1";"0.0";"10";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Wide Pull Up";"2";"0.0";"8";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Wide Pull Up";"3";"0.0";"9";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Wide Pull Up";"4";"0.0";"13";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Chest Dip";"1";"0.0";"8";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Chest Dip";"2";"0.0";"6";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Chest Dip";"3";"0.0";"6";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Chest Dip";"4";"0.0";"6";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Chest Dip";"5";"0.0";"5";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Chest Dip";"6";"0.0";"6";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Chest Dip";"7";"0.0";"3";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Bent Over Row (Band)";"1";"0.0";"14";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Bent Over Row (Band)";"2";"0.0";"12";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Bent Over Row (Band)";"3";"0.0";"10";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Push Up (Band)";"1";"0.0";"15";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Push Up (Band)";"2";"0.0";"14";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Push Up (Band)";"3";"0.0";"11";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Bicep Curl (Cable)";"1";"0.0";"13";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Bicep Curl (Cable)";"2";"0.0";"9";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Bicep Curl (Cable)";"3";"0.0";"10";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Triceps Extension";"1";"0.0";"14";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Triceps Extension";"2";"0.0";"11";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Triceps Extension";"3";"0.0";"11";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Face Pull (Cable)";"1";"0.0";"13";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Face Pull (Cable)";"2";"0.0";"11";"";"";"";"";""
"149";"2021-02-17 13:30:05";"Mittags-Workout";"4205";"Face Pull (Cable)";"3";"0.0";"9";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Goblet Squat (Kettlebell)";"1";"22.0";"22";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Goblet Squat (Kettlebell)";"2";"22.0";"20";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Goblet Squat (Kettlebell)";"3";"22.0";"20";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Handstand Push Up";"1";"0.0";"13";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Handstand Push Up";"2";"0.0";"8";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Handstand Push Up";"3";"0.0";"11";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Bent Over One Arm Row (Dumbbell)";"1";"22.0";"15";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Bent Over One Arm Row (Dumbbell)";"2";"22.0";"13";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Bent Over One Arm Row (Dumbbell)";"3";"22.0";"13";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Overhead Press (Dumbbell)";"1";"16.0";"14";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Overhead Press (Dumbbell)";"2";"16.0";"14";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Overhead Press (Dumbbell)";"3";"16.0";"14";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Upright Row (Dumbbell)";"1";"22.0";"14";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Upright Row (Dumbbell)";"2";"22.0";"13";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Upright Row (Dumbbell)";"3";"22.0";"14";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Triceps Extension";"1";"0.0";"13";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Triceps Extension";"2";"0.0";"13";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Triceps Extension";"3";"0.0";"11";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Lateral Raise (Dumbbell)";"1";"5.0";"15";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Lateral Raise (Dumbbell)";"2";"5.0";"17";"";"";"";"";""
"150";"2021-02-19 13:08:20";"Push Custom";"3680";"Lateral Raise (Dumbbell)";"3";"5.0";"14";"";"";"";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Plank";"1";"";"";"";"";"13.0";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Plank";"2";"";"";"";"";"11.0";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Plank";"3";"";"";"";"";"11.0";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Side Plank";"1";"";"";"";"";"12.0";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Side Plank";"2";"";"";"";"";"11.0";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Side Plank";"3";"";"";"";"";"10.0";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Hanging Knee Raise";"1";"";"12";"";"";"";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Hanging Knee Raise";"2";"";"12";"";"";"";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Hanging Knee Raise";"3";"";"12";"";"";"";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Ab Wheel";"1";"0.0";"18";"";"";"";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Ab Wheel";"2";"0.0";"17";"";"";"";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Ab Wheel";"3";"0.0";"13";"";"";"";"";""
"151";"2021-02-20 11:51:41";"Code ausdauer";"5024";"Bike ride";"1";"";"";"";"0.0";"2400.0";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Wide Pull Up";"1";"0.0";"13";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Wide Pull Up";"2";"0.0";"10";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Wide Pull Up";"3";"0.0";"9";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Wide Pull Up";"4";"0.0";"7";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Chest Dip";"1";"0.0";"11";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Chest Dip";"2";"0.0";"8";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Chest Dip";"3";"0.0";"7";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Chest Dip";"4";"0.0";"6";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Chest Dip";"5";"0.0";"8";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Bent Over Row (Band)";"1";"0.0";"15";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Bent Over Row (Band)";"2";"0.0";"13";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Bent Over Row (Band)";"3";"0.0";"13";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Push Up (Band)";"1";"0.0";"14";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Push Up (Band)";"2";"0.0";"11";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Push Up (Band)";"3";"0.0";"12";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Bicep Curl (Cable)";"1";"0.0";"14";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Bicep Curl (Cable)";"2";"0.0";"9";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Bicep Curl (Cable)";"3";"0.0";"114";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Triceps Extension";"1";"0.0";"17";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Triceps Extension";"2";"0.0";"13";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Triceps Extension";"3";"0.0";"13";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Face Pull (Cable)";"1";"0.0";"13";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Face Pull (Cable)";"2";"0.0";"13";"";"";"";"";""
"152";"2021-02-21 12:21:44";"Mittags-Workout";"3989";"Face Pull (Cable)";"3";"0.0";"12";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Lunge (Dumbbell)";"1";"22.0";"15";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Lunge (Dumbbell)";"2";"22.0";"12";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Lunge (Dumbbell)";"3";"22.0";"12";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Wide Pull Up";"1";"0.0";"14";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Wide Pull Up";"2";"0.0";"9";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Wide Pull Up";"3";"0.0";"9";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Wide Pull Up";"4";"0.0";"8";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Chest Dip";"1";"0.0";"11";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Chest Dip";"2";"0.0";"8";"";"";"";"";""
"153";"2021-02-23 12:05:45";"Mittags-Workout";"5842";"Chest Dip";"3";"0.0";"9";"";"";"";"";""
